number,name,metal_smiles,organ_smiles,topo,GLD,PLD,LCD,q,VSA,GSA,VF,AV,Tem,pH,Dosage,Concentration,Capacity,Source,DOI
422,MOF(808)Ce,[O][Ce]123([O])[O]4[Ce]56([O]3[Ce]37([O]2[Ce]28([O]1[Ce]14([O]6[Ce]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,17.31535,11.17932,17.31534,0.970325,1378.8,1420.96,0.7325,0.754902,298,7,0.5,29.90152068,54.22535211,Literature,10.1016/j.chemosphere.2022.134934
423,MOF(808)Ce,[O][Ce]123([O])[O]4[Ce]56([O]3[Ce]37([O]2[Ce]28([O]1[Ce]14([O]6[Ce]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,17.31535,11.17932,17.31534,0.970325,1378.8,1420.96,0.7325,0.754902,298,7,0.5,49.77040197,77.23004695,Literature,10.1016/j.chemosphere.2022.134934
424,MOF(808)Ce,[O][Ce]123([O])[O]4[Ce]56([O]3[Ce]37([O]2[Ce]28([O]1[Ce]14([O]6[Ce]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,17.31535,11.17932,17.31534,0.970325,1378.8,1420.96,0.7325,0.754902,298,7,0.5,99.76666107,129.8122066,Literature,10.1016/j.chemosphere.2022.134934
425,MOF(808)Ce,[O][Ce]123([O])[O]4[Ce]56([O]3[Ce]37([O]2[Ce]28([O]1[Ce]14([O]6[Ce]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,17.31535,11.17932,17.31534,0.970325,1378.8,1420.96,0.7325,0.754902,298,7,0.5,150.5845164,184.0375587,Literature,10.1016/j.chemosphere.2022.134934
426,MOF(808)Ce,[O][Ce]123([O])[O]4[Ce]56([O]3[Ce]37([O]2[Ce]28([O]1[Ce]14([O]6[Ce]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,17.31535,11.17932,17.31534,0.970325,1378.8,1420.96,0.7325,0.754902,298,7,0.5,200.7084339,192.2535211,Literature,10.1016/j.chemosphere.2022.134934
427,MOF(808)Ce,[O][Ce]123([O])[O]4[Ce]56([O]3[Ce]37([O]2[Ce]28([O]1[Ce]14([O]6[Ce]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,17.31535,11.17932,17.31534,0.970325,1378.8,1420.96,0.7325,0.754902,298,7,0.5,425.1351402,200.4694836,Literature,10.1016/j.chemosphere.2022.134934
428,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,0.4,5,16.05504587,Literature,10.1016/j.jece.2022.108527
429,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,0.4,10,30.96330275,Literature,10.1016/j.jece.2022.108527
430,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,0.4,15,45.87155963,Literature,10.1016/j.jece.2022.108527
431,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,0.4,25,90.59633028,Literature,10.1016/j.jece.2022.108527
432,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,0.4,50,103.2110092,Literature,10.1016/j.jece.2022.108527
433,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,0.4,75,110.0917431,Literature,10.1016/j.jece.2022.108527
434,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,0.4,100,111.2385321,Literature,10.1016/j.jece.2022.108527
435,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,0.4,125,112.3853211,Literature,10.1016/j.jece.2022.108527
436,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,6.5,1,12.58800522,12.20338983,Literature,10.1016/j.cej.2022.134830
437,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,6.5,1,24.79139505,24.40677966,Literature,10.1016/j.cej.2022.134830
438,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,6.5,1,43.84615385,40,Literature,10.1016/j.cej.2022.134830
439,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,6.5,1,72.75749674,62.37288136,Literature,10.1016/j.cej.2022.134830
440,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,6.5,1,99.04823989,81.3559322,Literature,10.1016/j.cej.2022.134830
441,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,6.5,1,115.958279,92.88135593,Literature,10.1016/j.cej.2022.134830
442,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,6.5,1,135.1043025,107.7966102,Literature,10.1016/j.cej.2022.134830
443,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,6.5,1,152.3076923,120,Literature,10.1016/j.cej.2022.134830
444,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,6.5,1,184.8631031,141.0169492,Literature,10.1016/j.cej.2022.134830
445,SUB(8)Zr,[Zr],['NC1=CC=C(C([O-])=O)C=C1'],fcu,14.58263,6.08803,14.58263,0.77634,2069.77,2666.06,0.73407,0.945552,298,2,0.25,5,20.27952431,Literature,10.1016/j.seppur.2022.120700
446,SUB(8)Zr,[Zr],['NC1=CC=C(C([O-])=O)C=C1'],fcu,14.58263,6.08803,14.58263,0.77634,2069.77,2666.06,0.73407,0.945552,298,2,0.25,10,42.22628014,Literature,10.1016/j.seppur.2022.120700
447,SUB(8)Zr,[Zr],['NC1=CC=C(C([O-])=O)C=C1'],fcu,14.58263,6.08803,14.58263,0.77634,2069.77,2666.06,0.73407,0.945552,298,2,0.25,20,82.91482248,Literature,10.1016/j.seppur.2022.120700
448,SUB(8)Zr,[Zr],['NC1=CC=C(C([O-])=O)C=C1'],fcu,14.58263,6.08803,14.58263,0.77634,2069.77,2666.06,0.73407,0.945552,298,2,0.25,30,131.1795562,Literature,10.1016/j.seppur.2022.120700
449,SUB(8)Zr,[Zr],['NC1=CC=C(C([O-])=O)C=C1'],fcu,14.58263,6.08803,14.58263,0.77634,2069.77,2666.06,0.73407,0.945552,298,2,0.25,50,144.191246,Literature,10.1016/j.seppur.2022.120700
450,SUB(8)Zr,[Zr],['NC1=CC=C(C([O-])=O)C=C1'],fcu,14.58263,6.08803,14.58263,0.77634,2069.77,2666.06,0.73407,0.945552,298,2,0.25,80,145.4101056,Literature,10.1016/j.seppur.2022.120700
451,SUB(8)Zr,[Zr],['NC1=CC=C(C([O-])=O)C=C1'],fcu,14.58263,6.08803,14.58263,0.77634,2069.77,2666.06,0.73407,0.945552,298,2,0.25,100,152.7677763,Literature,10.1016/j.seppur.2022.120700
452,UiO(66)ZrNO2,[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43,['O=[N+](C1=C(C([O-])=O)C=CC(C([O-])=O)=C1)[O-]'],fcu,6.10193,1.28204,6.09725,2.50199,860.69,344,0.34174,0.136587,298,2,0.5,5.492949842,10.8974359,Literature,10.1016/j.seppur.2022.121014
453,UiO(66)ZrNO2,[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43,['O=[N+](C1=C(C([O-])=O)C=CC(C([O-])=O)=C1)[O-]'],fcu,6.10193,1.28204,6.09725,2.50199,860.69,344,0.34174,0.136587,298,2,0.5,12.63860823,24.57264957,Literature,10.1016/j.seppur.2022.121014
454,UiO(66)ZrNO2,[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43,['O=[N+](C1=C(C([O-])=O)C=CC(C([O-])=O)=C1)[O-]'],fcu,6.10193,1.28204,6.09725,2.50199,860.69,344,0.34174,0.136587,298,2,0.5,23.43253701,41.23931624,Literature,10.1016/j.seppur.2022.121014
455,UiO(66)ZrNO2,[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43,['O=[N+](C1=C(C([O-])=O)C=CC(C([O-])=O)=C1)[O-]'],fcu,6.10193,1.28204,6.09725,2.50199,860.69,344,0.34174,0.136587,298,2,0.5,38.90905893,58.76068376,Literature,10.1016/j.seppur.2022.121014
456,UiO(66)ZrNO2,[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43,['O=[N+](C1=C(C([O-])=O)C=CC(C([O-])=O)=C1)[O-]'],fcu,6.10193,1.28204,6.09725,2.50199,860.69,344,0.34174,0.136587,298,2,0.5,50.16252039,66.88034188,Literature,10.1016/j.seppur.2022.121014
457,UiO(66)ZrNO2,[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43,['O=[N+](C1=C(C([O-])=O)C=CC(C([O-])=O)=C1)[O-]'],fcu,6.10193,1.28204,6.09725,2.50199,860.69,344,0.34174,0.136587,298,2,0.5,59.15828431,68.37606838,Literature,10.1016/j.seppur.2022.121014
458,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,9,0.2,7.625,53.23,Literature,10.1080/03067319.2020.1727458
459,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,9,0.2,2.875,47.87,Literature,10.1080/03067319.2020.1727458
460,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,9,0.4,2.875,47.9,Literature,10.1080/03067319.2020.1727458
461,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,9,0.4,2.875,47.34,Literature,10.1080/03067319.2020.1727458
462,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,9,0.4,7.625,52.62,Literature,10.1080/03067319.2020.1727458
463,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,9,0.2,2.875,48.79,Literature,10.1080/03067319.2020.1727458
464,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,9,0.2,7.625,56.28,Literature,10.1080/03067319.2020.1727458
465,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,9,0.4,7.625,54.15,Literature,10.1080/03067319.2020.1727458
466,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.3,5.25,53.12,Literature,10.1080/03067319.2020.1727458
467,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.1,5.25,61.8,Literature,10.1080/03067319.2020.1727458
468,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.3,5.25,52.56,Literature,10.1080/03067319.2020.1727458
469,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.3,5.25,55.5,Literature,10.1080/03067319.2020.1727458
470,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.3,5.25,55.92,Literature,10.1080/03067319.2020.1727458
471,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.3,5.25,56.06,Literature,10.1080/03067319.2020.1727458
472,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.3,5.25,56.06,Literature,10.1080/03067319.2020.1727458
473,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.5,5.25,50.04,Literature,10.1080/03067319.2020.1727458
474,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.3,10,62.6,Literature,10.1080/03067319.2020.1727458
475,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.3,5.25,55.92,Literature,10.1080/03067319.2020.1727458
476,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.3,0.5,46.31,Literature,10.1080/03067319.2020.1727458
477,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,7,0.3,5.25,54.8,Literature,10.1080/03067319.2020.1727458
478,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,5,0.4,2.875,49.89,Literature,10.1080/03067319.2020.1727458
479,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,5,0.2,2.875,55.35,Literature,10.1080/03067319.2020.1727458
480,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,5,0.4,7.625,54.61,Literature,10.1080/03067319.2020.1727458
481,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,5,0.2,2.875,55,Literature,10.1080/03067319.2020.1727458
482,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,5,0.4,2.875,49.43,Literature,10.1080/03067319.2020.1727458
483,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,5,0.4,7.625,55.67,Literature,10.1080/03067319.2020.1727458
484,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,5,0.2,7.625,61.16,Literature,10.1080/03067319.2020.1727458
485,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,5,0.2,7.625,63.3,Literature,10.1080/03067319.2020.1727458
486,ZIF(8)ZnH2O,[Zn],['Cc1[n-]ccn1'],sod,7.72104,1.17633,7.72104,1.0618,1465.86,1380.62,0.57174,0.538462,298,3,0.3,5.25,57.04,Literature,10.1080/03067319.2020.1727458
487,ZIF(8)ZnMeOH,[Zn],['Cc1[n-]ccn1'],sod,11.39372,3.4045,11.39372,0.925408,1832.32,1980.01,0.63947,0.691014,298,7.8,1,10,49.26477143,Literature,10.30744/brjac.2179-3425.AR-112-2021
488,ZIF(8)ZnMeOH,[Zn],['Cc1[n-]ccn1'],sod,11.39372,3.4045,11.39372,0.925408,1832.32,1980.01,0.63947,0.691014,298,7.8,1,15,78.11363005,Literature,10.30744/brjac.2179-3425.AR-112-2021
489,ZIF(8)ZnMeOH,[Zn],['Cc1[n-]ccn1'],sod,11.39372,3.4045,11.39372,0.925408,1832.32,1980.01,0.63947,0.691014,298,7.8,1,20,86.86358416,Literature,10.30744/brjac.2179-3425.AR-112-2021
490,ZIF(67)CoMeOH,[Co],['Cc1[n-]ccn1'],sod,11.36753,3.29448,11.36753,0.936572,1766.72,1886.36,0.60606,0.647105,298,7.8,1,10,49.06921241,Literature,10.30744/brjac.2179-3425.AR-112-2021
491,ZIF(67)CoMeOH,[Co],['Cc1[n-]ccn1'],sod,11.36753,3.29448,11.36753,0.936572,1766.72,1886.36,0.60606,0.647105,298,7.8,1,15,86.9928401,Literature,10.30744/brjac.2179-3425.AR-112-2021
492,ZIF(67)CoMeOH,[Co],['Cc1[n-]ccn1'],sod,11.36753,3.29448,11.36753,0.936572,1766.72,1886.36,0.60606,0.647105,298,7.8,1,20,88.66348449,Literature,10.30744/brjac.2179-3425.AR-112-2021
493,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,25,24.32432432,Literature,10.1016/j.molliq.2022.118957
494,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,50,46.77754678,Literature,10.1016/j.molliq.2022.118957
495,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,75,64.86486486,Literature,10.1016/j.molliq.2022.118957
496,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,100,85.44698545,Literature,10.1016/j.molliq.2022.118957
497,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,150,125.3638254,Literature,10.1016/j.molliq.2022.118957
498,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,200,160.9147609,Literature,10.1016/j.molliq.2022.118957
499,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,250,198.960499,Literature,10.1016/j.molliq.2022.118957
500,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,300,240.1247401,Literature,10.1016/j.molliq.2022.118957
501,MOF(808)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],spn,12.41273,10.09773,12.41273,1.95628,999.07,510.7,0.5069,0.259115,298,7,1,350,270.0623701,Literature,10.1016/j.molliq.2022.118957
502,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,41.95107218,17.53246753,Literature,10.1016/j.molliq.2023.121665
503,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,90.7475083,32.14285714,Literature,10.1016/j.molliq.2023.121665
504,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,137.5823014,49.67532468,Literature,10.1016/j.molliq.2023.121665
505,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,182.935669,73.05194805,Literature,10.1016/j.molliq.2023.121665
506,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,235.6146179,96.42857143,Literature,10.1016/j.molliq.2023.121665
507,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,264.3959529,108.1168831,Literature,10.1016/j.molliq.2023.121665
508,MIL(100)Fe,[Fe][O]([Fe])[Fe],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],moo,28.48274,11.8329,28.48677,0.684425,1325.74,1937.02,0.7628,1.11451,293,7,1,375.1177892,157.7922078,Literature,10.1016/j.molliq.2023.121665
